Ground,Margin,Match_Date,Team1,Team2,matchID,winner
Al Amerat,1 wicket,17-Feb-19,Ireland,Netherlands,743,Ireland
Al Amerat,7 wickets,17-Feb-19,Oman,Scotland,744,Scotland
Dehradun,5 wickets,21-Feb-19,Afghanistan,Ireland,745,Afghanistan
Dehradun,84 runs,23-Feb-19,Afghanistan,Ireland,746,Afghanistan
Dehradun,32 runs,24-Feb-19,Afghanistan,Ireland,747,Afghanistan
Visakhapatnam,3 wickets,24-Feb-19,India,Australia,748,Australia
Bengaluru,7 wickets,27-Feb-19,India,Australia,749,Australia
Gros Islet,4 wickets,5-Mar-19,West Indies,England,750,England
Basseterre,137 runs,8-Mar-19,West Indies,England,751,England
Basseterre,8 wickets,10-Mar-19,West Indies,England,752,England
ICCA Dubai,-,15-Mar-19,U.A.E.,U.S.A.,753,no result
ICCA Dubai,24 runs,16-Mar-19,U.A.E.,U.S.A.,754,U.A.E.
Cape Town,-,19-Mar-19,South Africa,Sri Lanka,755,tied
Port Moresby,133 runs,22-Mar-19,P.N.G.,Philippines,756,P.N.G.
Port Moresby,8 wickets,22-Mar-19,P.N.G.,Vanuatu,757,P.N.G.
Centurion,16 runs,22-Mar-19,South Africa,Sri Lanka,758,South Africa
Port Moresby,63 runs,23-Mar-19,Philippines,Vanuatu,759,Vanuatu
Port Moresby,-,23-Mar-19,P.N.G.,Philippines,760,no result
Port Moresby,10 runs,24-Mar-19,Philippines,Vanuatu,761,Philippines
Port Moresby,10 wickets,24-Mar-19,P.N.G.,Vanuatu,762,P.N.G.
Johannesburg,45 runs,24-Mar-19,South Africa,Sri Lanka,763,South Africa
Cartagena,7 wickets,29-Mar-19,Spain,Malta,764,Spain
Cartagena,109 runs,30-Mar-19,Spain,Malta,765,Spain
Naucalpan,4 wickets,25-Apr-19,Mexico,Belize,766,Belize
Naucalpan,7 wickets,25-Apr-19,Costa Rica,Panama,767,Panama
Naucalpan,3 wickets,26-Apr-19,Mexico,Costa Rica,768,Mexico
Naucalpan,9 runs,26-Apr-19,Belize,Panama,769,Belize
Naucalpan,33 runs,27-Apr-19,Mexico,Panama,770,Panama
Naucalpan,5 wickets,27-Apr-19,Belize,Costa Rica,771,Belize
Cardiff,7 wickets,5-May-19,England,Pakistan,772,England
Waterloo,9 runs,11-May-19,Belgium,Germany,773,Germany
Waterloo,62 runs,11-May-19,Belgium,Germany,774,Germany
Waterloo,6 wickets,12-May-19,Belgium,Germany,775,Germany
Kampala,8 wickets,20-May-19,Kenya,Nigeria,776,Kenya
Kampala,9 wickets,20-May-19,Ghana,Namibia,777,Namibia
Kampala,52 runs,20-May-19,Uganda,Botswana,778,Uganda
Kampala,42 runs,21-May-19,Uganda,Namibia,779,Namibia
Kampala,11 runs,21-May-19,Botswana,Nigeria,780,Nigeria
Kampala,53 runs,21-May-19,Ghana,Kenya,781,Kenya
Kampala,28 runs,22-May-19,Ghana,Nigeria,782,Nigeria
Kampala,10 wickets,22-May-19,Botswana,Namibia,783,Namibia
Kampala,1 run,22-May-19,Uganda,Kenya,784,Kenya
Kampala,7 wickets,23-May-19,Uganda,Ghana,785,Uganda
Utrecht,7 wickets,25-May-19,Germany,Italy,786,Italy
Utrecht,6 wickets,25-May-19,Germany,Italy,787,Italy
St Peter Port,-,31-May-19,Guernsey,Jersey,788,tied
Castel,41 runs,1-Jun-19,Guernsey,Jersey,789,Jersey
Castel,76 runs,1-Jun-19,Guernsey,Jersey,790,Jersey
Castel,8 wickets,15-Jun-19,Guernsey,Jersey,791,Jersey
St Peter Port,20 runs,15-Jun-19,Italy,Norway,792,Italy
Castel,5 wickets,15-Jun-19,Guernsey,Germany,793,Germany
St Peter Port,5 wickets,16-Jun-19,Germany,Italy,794,Italy
Castel,18 runs,16-Jun-19,Denmark,Jersey,795,Jersey
St Peter Port,11 runs,16-Jun-19,Guernsey,Italy,796,Italy
Castel,80 runs,16-Jun-19,Jersey,Norway,797,Jersey
Castel,46 runs,17-Jun-19,Denmark,Norway,798,Denmark
Castel,-,18-Jun-19,Guernsey,Denmark,799,no result
Castel,-,18-Jun-19,Denmark,Italy,800,no result
Castel,4 wickets,19-Jun-19,Guernsey,Norway,801,Guernsey
St Peter Port,73 runs,19-Jun-19,Italy,Jersey,802,Jersey
Castel,7 wickets,19-Jun-19,Denmark,Germany,803,Germany
Castel,6 runs,20-Jun-19,Guernsey,Denmark,804,Guernsey
St Peter Port,7 wickets,20-Jun-19,Germany,Norway,805,Germany
Castel,30 runs,20-Jun-19,Denmark,Italy,806,Denmark
St Peter Port,3 wickets,20-Jun-19,Germany,Jersey,807,Germany
Rotterdam,49 runs,23-Jun-19,Netherlands,Zimbabwe,808,Netherlands
Kuala Lumpur,5 wickets,24-Jun-19,Malaysia,Thailand,809,Malaysia
Kuala Lumpur,73 runs,25-Jun-19,Malaysia,Maldives,810,Malaysia
Rotterdam,-,25-Jun-19,Netherlands,Zimbabwe,811,tied
Kuala Lumpur,2 wickets,26-Jun-19,Maldives,Thailand,812,Maldives
Kuala Lumpur,8 wickets,27-Jun-19,Malaysia,Thailand,813,Malaysia
Kuala Lumpur,-,28-Jun-19,Malaysia,Maldives,814,no result
Kuala Lumpur,5 wickets,29-Jun-19,Maldives,Thailand,815,Thailand
Doha,7 wickets,4-Jul-19,Qatar,Kuwait,816,Kuwait
Doha,-,5-Jul-19,Qatar,Kuwait,817,tied
Doha,3 wickets,6-Jul-19,Qatar,Kuwait,818,Qatar
Apia (No 1),9 wickets,8-Jul-19,Samoa,P.N.G.,819,P.N.G.
Apia (No 3),3 wickets,9-Jul-19,P.N.G.,Vanuatu,820,P.N.G.
Apia (No 1),2 wickets,9-Jul-19,Samoa,Vanuatu,821,Samoa
Apia (No 2),7 wickets,10-Jul-19,Samoa,P.N.G.,822,P.N.G.
Apia (No 3),32 runs,12-Jul-19,Samoa,Vanuatu,823,Vanuatu
Apia (No 2),59 runs,12-Jul-19,P.N.G.,Vanuatu,824,P.N.G.
Bready,9 wickets,12-Jul-19,Ireland,Zimbabwe,825,Ireland
Apia (No 2),32 runs,13-Jul-19,P.N.G.,Vanuatu,826,P.N.G.
Kuala Lumpur,7 wickets,13-Jul-19,Malaysia,Nepal,827,Nepal
Brondby,1 run,13-Jul-19,Denmark,Finland,828,Denmark
Brondby,38 runs,13-Jul-19,Denmark,Finland,829,Denmark
Kuala Lumpur,6 runs,14-Jul-19,Malaysia,Nepal,830,Nepal
Bready,8 wickets,14-Jul-19,Ireland,Zimbabwe,831,Zimbabwe
Singapore,33 runs,22-Jul-19,Singapore,Qatar,832,Singapore
Singapore,42 runs,22-Jul-19,Kuwait,Malaysia,833,Malaysia
Singapore,4 wickets,23-Jul-19,Nepal,Qatar,834,Qatar
Singapore,7 wickets,24-Jul-19,Malaysia,Nepal,835,Nepal
Singapore,10 runs,26-Jul-19,Kuwait,Qatar,836,Kuwait
Singapore,8 wickets,26-Jul-19,Singapore,Malaysia,837,Singapore
Singapore,7 wickets,27-Jul-19,Kuwait,Nepal,838,Nepal
Singapore,4 wickets,27-Jul-19,Malaysia,Qatar,839,Qatar
Singapore,82 runs,28-Jul-19,Singapore,Nepal,840,Singapore
Amstelveen,13 runs,3-Aug-19,Netherlands,U.A.E.,841,U.A.E.
Lauderhill,4 wickets,3-Aug-19,India,West Indies,842,India
Lauderhill,22 runs,4-Aug-19,India,West Indies,843,India
Amstelveen,5 wickets,5-Aug-19,Netherlands,U.A.E.,844,U.A.E.
The Hague,14 runs,6-Aug-19,Netherlands,U.A.E.,845,U.A.E.
Providence,7 wickets,6-Aug-19,West Indies,India,846,India
The Hague,7 wickets,8-Aug-19,Netherlands,U.A.E.,847,U.A.E.
Kerava,82 runs,17-Aug-19,Finland,Spain,848,Finland
Kerava,6 wickets,17-Aug-19,Finland,Spain,849,Spain
Kerava,4 wickets,18-Aug-19,Finland,Spain,850,Spain
Sandys Parish,6 runs,18-Aug-19,Bermuda,U.S.A.,851,Bermuda
Sandys Parish,84 runs,18-Aug-19,Canada,Cayman Is,852,Canada
Windhoek,93 runs,19-Aug-19,Namibia,Botswana,853,Namibia
Hamilton,-,19-Aug-19,Bermuda,Canada,854,no result
Hamilton,10 runs,19-Aug-19,Cayman Is,U.S.A.,855,U.S.A.
Windhoek,124 runs,20-Aug-19,Namibia,Botswana,856,Namibia
Sandys Parish,6 wickets,21-Aug-19,Bermuda,Cayman Is,857,Bermuda
Sandys Parish,4 wickets,21-Aug-19,Canada,U.S.A.,858,Canada
Windhoek,78 runs,22-Aug-19,Namibia,Botswana,859,Namibia
Sandys Parish,8 wickets,22-Aug-19,Canada,Cayman Is,860,Canada
Sandys Parish,4 wickets,22-Aug-19,Bermuda,U.S.A.,861,Bermuda
Windhoek,8 wickets,23-Aug-19,Namibia,Botswana,862,Namibia
Sandys Parish,9 wickets,24-Aug-19,Cayman Is,U.S.A.,863,U.S.A.
Sandys Parish,8 wickets,24-Aug-19,Bermuda,Canada,864,Canada
Sandys Parish,15 runs,25-Aug-19,Canada,U.S.A.,865,Canada
Sandys Parish,6 wickets,25-Aug-19,Bermuda,Cayman Is,866,Bermuda
Ilfov County,31 runs,29-Aug-19,Romania,Austria,867,Romania
Ilfov County,8 wickets,29-Aug-19,Luxembourg,Turkey,868,Luxembourg
Ilfov County,173 runs,29-Aug-19,Romania,Turkey,869,Romania
Ilfov County,8 wickets,30-Aug-19,Austria,Czech Rep.,870,Austria
Ilfov County,7 wickets,30-Aug-19,Romania,Luxembourg,871,Romania
Ilfov County,257 runs,30-Aug-19,Czech Rep.,Turkey,872,Czech Rep.
Ilfov County,135 runs,31-Aug-19,Austria,Luxembourg,873,Austria
Ilfov County,6 wickets,31-Aug-19,Romania,Czech Rep.,874,Czech Rep.
Ilfov County,10 wickets,31-Aug-19,Austria,Turkey,875,Austria
Ilfov County,6 wickets,1-Sep-19,Czech Rep.,Luxembourg,876,Czech Rep.
Ilfov County,30 runs,1-Sep-19,Austria,Czech Rep.,877,Austria
Pallekele,5 wickets,1-Sep-19,Sri Lanka,New Zealand,878,New Zealand
Pallekele,4 wickets,3-Sep-19,Sri Lanka,New Zealand,879,New Zealand
Pallekele,37 runs,6-Sep-19,Sri Lanka,New Zealand,880,Sri Lanka
Mirpur,3 wickets,13-Sep-19,Bangladesh,Zimbabwe,881,Bangladesh
Mirpur,28 runs,14-Sep-19,Afghanistan,Zimbabwe,882,Afghanistan
Mirpur,25 runs,15-Sep-19,Bangladesh,Afghanistan,883,Afghanistan
Dublin (Malahide),58 runs,16-Sep-19,Netherlands,Scotland,884,Scotland
Dublin (Malahide),4 wickets,17-Sep-19,Ireland,Scotland,885,Ireland
Chattogram,39 runs,18-Sep-19,Bangladesh,Zimbabwe,886,Bangladesh
Dublin (Malahide),6 wickets,18-Sep-19,Ireland,Netherlands,887,Netherlands
Mohali,7 wickets,18-Sep-19,India,South Africa,888,India
Dublin (Malahide),6 wickets,19-Sep-19,Netherlands,Scotland,889,Scotland
Chattogram,7 wickets,20-Sep-19,Afghanistan,Zimbabwe,890,Zimbabwe
Dublin (Malahide),1 run,20-Sep-19,Ireland,Scotland,891,Ireland
Chattogram,4 wickets,21-Sep-19,Bangladesh,Afghanistan,892,Bangladesh
Bengaluru,9 wickets,22-Sep-19,India,South Africa,893,South Africa
Singapore,5 wickets,27-Sep-19,Nepal,Zimbabwe,894,Zimbabwe
Singapore,9 wickets,28-Sep-19,Singapore,Nepal,895,Nepal
Kuala Lumpur,17 runs,29-Sep-19,Malaysia,Vanuatu,896,Vanuatu
Singapore,4 runs,29-Sep-19,Singapore,Zimbabwe,897,Singapore
Kuala Lumpur,51 runs,"Oct 1-2, 2019",Malaysia,Vanuatu,898,Vanuatu
Singapore,40 runs,1-Oct-19,Nepal,Zimbabwe,899,Zimbabwe
Kuala Lumpur,26 runs,2-Oct-19,Malaysia,Vanuatu,900,Malaysia
Kuala Lumpur,6 wickets,3-Oct-19,Malaysia,Vanuatu,901,Vanuatu
Singapore,8 wickets,3-Oct-19,Singapore,Zimbabwe,902,Zimbabwe
Cortijo Polo Club Pitch A,9 wickets,3-Oct-19,Argentina,Mexico,903,Argentina
Cortijo Polo Club Pitch B,35 runs,3-Oct-19,Brazil,Chile,904,Brazil
Cortijo Polo Club Pitch A,2 runs,3-Oct-19,Peru,Brazil,905,Peru
Kuala Lumpur,22 runs,4-Oct-19,Malaysia,Vanuatu,906,Malaysia
Cortijo Polo Club Pitch A,4 wickets,4-Oct-19,Chile,Mexico,907,Chile
Cortijo Polo Club Pitch B,7 wickets,4-Oct-19,Peru,Argentina,908,Argentina
Cortijo Polo Club Pitch A,29 runs,4-Oct-19,Argentina,Brazil,909,Argentina
Al Amerat,7 wickets,5-Oct-19,Oman,Hong Kong,910,Oman
Al Amerat,6 wickets,5-Oct-19,Ireland,Netherlands,911,Ireland
Cortijo Polo Club Pitch A,28 runs,5-Oct-19,Argentina,Chile,912,Argentina
Cortijo Polo Club Pitch B,39 runs,5-Oct-19,Peru,Mexico,913,Mexico
Lahore,64 runs,5-Oct-19,Pakistan,Sri Lanka,914,Sri Lanka
Cortijo Polo Club Pitch A,60 runs,5-Oct-19,Peru,Chile,915,Peru
Cortijo Polo Club Pitch B,20 runs,5-Oct-19,Brazil,Mexico,916,Mexico
Al Amerat,43 runs,6-Oct-19,Oman,Ireland,917,Oman
Al Amerat,4 wickets,6-Oct-19,Hong Kong,Nepal,918,Nepal
Lima Cricket and Football,4 wickets,6-Oct-19,Argentina,Mexico,919,Argentina
Al Amerat,4 wickets,7-Oct-19,Nepal,Netherlands,920,Nepal
Al Amerat,66 runs,7-Oct-19,Hong Kong,Ireland,921,Ireland
Lahore,35 runs,7-Oct-19,Pakistan,Sri Lanka,922,Sri Lanka
Al Amerat,13 runs,9-Oct-19,Ireland,Nepal,923,Ireland
Al Amerat,7 wickets,9-Oct-19,Oman,Netherlands,924,Oman
Lahore,13 runs,9-Oct-19,Pakistan,Sri Lanka,925,Sri Lanka
Doha,20 runs,9-Oct-19,Qatar,Jersey,926,Qatar
Al Amerat,37 runs,10-Oct-19,Hong Kong,Netherlands,927,Netherlands
Al Amerat,6 wickets,10-Oct-19,Oman,Nepal,928,Oman
Doha,6 wickets,10-Oct-19,Qatar,Jersey,929,Qatar
Doha,8 wickets,11-Oct-19,Qatar,Jersey,930,Qatar
Corfu,6 wickets,14-Oct-19,Bulgaria,Serbia,931,Bulgaria
Corfu,10 wickets,15-Oct-19,Greece,Serbia,932,Greece
Corfu,9 wickets,16-Oct-19,Greece,Bulgaria,933,Greece
Marsa,12 runs,18-Oct-19,Malta,Czech Rep.,934,Czech Rep.
ICCA Dubai,2 runs,18-Oct-19,Scotland,Singapore,935,Singapore
Abu Dhabi,8 wickets,18-Oct-19,Hong Kong,Ireland,936,Ireland
ICCA Dubai,30 runs,18-Oct-19,Kenya,Netherlands,937,Netherlands
Corfu,18 runs,18-Oct-19,Greece,Bulgaria,938,Bulgaria
Abu Dhabi,7 wickets,18-Oct-19,U.A.E.,Oman,939,Oman
ICCA Dubai,10 wickets,19-Oct-19,Bermuda,P.N.G.,940,P.N.G.
Abu Dhabi,69 runs,19-Oct-19,Jersey,Nigeria,941,Jersey
ICCA Dubai,44 runs,19-Oct-19,Namibia,Netherlands,942,Netherlands
ICCA 2 Dubai,31 runs,19-Oct-19,Kenya,Scotland,943,Scotland
Abu Dhabi,5 wickets,19-Oct-19,U.A.E.,Ireland,944,U.A.E.
Marsa,82 runs,20-Oct-19,Malta,Czech Rep.,945,Czech Rep.
ICCA 2 Dubai,81 runs,20-Oct-19,Namibia,P.N.G.,946,P.N.G.
Tolerance Oval,53 runs,20-Oct-19,Canada,Jersey,947,Canada
ICCA 2 Dubai,5 wickets,20-Oct-19,Bermuda,Singapore,948,Singapore
Abu Dhabi,7 wickets,20-Oct-19,Hong Kong,Oman,949,Oman
ICCA Dubai,4 runs,21-Oct-19,P.N.G.,Scotland,950,Scotland
Abu Dhabi,8 wickets,21-Oct-19,U.A.E.,Hong Kong,951,U.A.E.
Tolerance Oval,35 runs,21-Oct-19,Ireland,Oman,952,Ireland
ICCA Dubai,45 runs,21-Oct-19,Bermuda,Kenya,953,Kenya
Abu Dhabi,50 runs,21-Oct-19,Canada,Nigeria,954,Canada
ICCA Dubai,24 runs,22-Oct-19,Namibia,Scotland,955,Namibia
ICCA Dubai,5 wickets,22-Oct-19,Netherlands,Singapore,956,Netherlands
Tolerance Oval,35 runs,22-Oct-19,U.A.E.,Jersey,957,Jersey
ICCA 2 Dubai,6 wickets,23-Oct-19,Bermuda,Namibia,958,Namibia
Tolerance Oval,7 wickets,23-Oct-19,Nigeria,Oman,959,Oman
ICCA 2 Dubai,7 wickets,23-Oct-19,Kenya,Singapore,960,Kenya
Abu Dhabi,10 runs,23-Oct-19,Canada,Ireland,961,Canada
Abu Dhabi,8 runs,23-Oct-19,Hong Kong,Jersey,962,Hong Kong
ICCA Dubai,5 wickets,24-Oct-19,Netherlands,P.N.G.,963,P.N.G.
Tolerance Oval,5 wickets,24-Oct-19,U.A.E.,Nigeria,964,U.A.E.
Tolerance Oval,32 runs,24-Oct-19,Canada,Hong Kong,965,Hong Kong
Dubai (DICS),46 runs,24-Oct-19,Bermuda,Scotland,966,Scotland
Dubai (DICS),43 runs,25-Oct-19,P.N.G.,Singapore,967,P.N.G.
Tolerance Oval,8 wickets,25-Oct-19,Ireland,Jersey,968,Ireland
Dubai (DICS),87 runs,25-Oct-19,Kenya,Namibia,969,Namibia
Cartagena,8 wickets,25-Oct-19,Spain,Portugal,970,Spain
Abu Dhabi,8 wickets,25-Oct-19,Canada,Oman,971,Oman
Abu Dhabi,8 wickets,26-Oct-19,Ireland,Nigeria,972,Ireland
Cartagena,6 wickets,26-Oct-19,Gibraltar,Portugal,973,Portugal
Dubai (DICS),92 runs,26-Oct-19,Bermuda,Netherlands,974,Netherlands
Cartagena,8 wickets,26-Oct-19,Spain,Gibraltar,975,Spain
Cartagena,29 runs,26-Oct-19,Spain,Portugal,976,Spain
Dubai (DICS),87 runs,26-Oct-19,Namibia,Singapore,977,Namibia
Adelaide,134 runs,27-Oct-19,Australia,Sri Lanka,978,Australia
Dubai (DICS),45 runs,27-Oct-19,Kenya,P.N.G.,979,P.N.G.
Tolerance Oval,5 wickets,27-Oct-19,Hong Kong,Nigeria,980,Hong Kong
Cartagena,4 wickets,27-Oct-19,Gibraltar,Portugal,981,Portugal
Abu Dhabi,14 runs,27-Oct-19,Jersey,Oman,982,Jersey
Dubai (DICS),4 wickets,27-Oct-19,Netherlands,Scotland,983,Netherlands
Cartagena,6 wickets,27-Oct-19,Spain,Gibraltar,984,Spain
Abu Dhabi,14 runs,27-Oct-19,U.A.E.,Canada,985,U.A.E.
Dubai (DICS),8 wickets,29-Oct-19,U.A.E.,Netherlands,986,Netherlands
Dubai (DICS),54 runs,29-Oct-19,Namibia,Oman,987,Namibia
Brisbane,9 wickets,30-Oct-19,Australia,Sri Lanka,988,Australia
Dubai (DICS),90 runs,30-Oct-19,U.A.E.,Scotland,989,Scotland
Dubai (DICS),12 runs,30-Oct-19,Hong Kong,Oman,990,Oman
ICCA Dubai,5 wickets,31-Oct-19,Oman,Scotland,991,Scotland
Christchurch,7 wickets,1-Nov-19,New Zealand,England,992,England
Melbourne,7 wickets,1-Nov-19,Australia,Sri Lanka,993,Australia
Dubai (DICS),21 runs,1-Nov-19,Ireland,Netherlands,994,Netherlands
Dubai (DICS),18 runs,1-Nov-19,Namibia,P.N.G.,995,P.N.G.
Dubai (DICS),27 runs,2-Nov-19,Ireland,Namibia,996,Ireland
Dubai (DICS),7 wickets,2-Nov-19,Netherlands,P.N.G.,997,Netherlands
Wellington,21 runs,3-Nov-19,New Zealand,England,998,New Zealand
Sydney,-,3-Nov-19,Australia,Pakistan,999,no result
Delhi,7 wickets,3-Nov-19,India,Bangladesh,1000,Bangladesh
Nelson,14 runs,5-Nov-19,New Zealand,England,1001,New Zealand
Canberra,7 wickets,5-Nov-19,Australia,Pakistan,1002,Australia
Lilongwe,3 wickets,6-Nov-19,Malawi,Mozambique,1003,Malawi
Lilongwe,7 wickets,6-Nov-19,Malawi,Mozambique,1004,Malawi
Lilongwe,25 runs,7-Nov-19,Malawi,Mozambique,1005,Malawi
Lilongwe,4 wickets,7-Nov-19,Malawi,Mozambique,1006,Malawi
Rajkot,8 wickets,7-Nov-19,India,Bangladesh,1007,India
Napier,76 runs,8-Nov-19,New Zealand,England,1008,England
Perth,10 wickets,8-Nov-19,Australia,Pakistan,1009,Australia
Blantyre,15 runs,9-Nov-19,Malawi,Mozambique,1010,Malawi
Blantyre,-,9-Nov-19,Malawi,Mozambique,1011,no result
Auckland,-,10-Nov-19,New Zealand,England,1012,tied
Blantyre,11 runs,10-Nov-19,Malawi,Mozambique,1013,Mozambique
Nagpur,30 runs,10-Nov-19,India,Bangladesh,1014,India
Lucknow,30 runs,14-Nov-19,Afghanistan,West Indies,1015,West Indies
Lucknow,41 runs,16-Nov-19,Afghanistan,West Indies,1016,Afghanistan
Lucknow,29 runs,17-Nov-19,Afghanistan,West Indies,1017,Afghanistan
Kirtipur,141 runs,5-Dec-19,Nepal,Bhutan,1018,Nepal
Kirtipur,84 runs,6-Dec-19,Nepal,Maldives,1019,Nepal
Hyderabad,6 wickets,6-Dec-19,India,West Indies,1020,India
Kirtipur,8 wickets,7-Dec-19,Bhutan,Maldives,1021,Maldives
Thiruvananthapuram,8 wickets,8-Dec-19,India,West Indies,1022,West Indies
Kirtipur,5 wickets,9-Dec-19,Nepal,Maldives,1023,Nepal
Wankhede,67 runs,11-Dec-19,India,West Indies,1024,India
Guwahati,-,5-Jan-20,India,Sri Lanka,1025,no result
Indore,7 wickets,7-Jan-20,India,Sri Lanka,1026,India
Pune,78 runs,10-Jan-20,India,Sri Lanka,1027,India
St George's,4 runs,15-Jan-20,West Indies,Ireland,1028,Ireland
Basseterre,-,18-Jan-20,West Indies,Ireland,1029,no result
Basseterre,9 wickets,19-Jan-20,West Indies,Ireland,1030,West Indies
Auckland,6 wickets,24-Jan-20,New Zealand,India,1031,India
Lahore,5 wickets,24-Jan-20,Pakistan,Bangladesh,1032,Pakistan
Lahore,9 wickets,25-Jan-20,Pakistan,Bangladesh,1033,Pakistan
Auckland,7 wickets,26-Jan-20,New Zealand,India,1034,India
Hamilton,-,29-Jan-20,New Zealand,India,1035,tied
Wellington,-,31-Jan-20,New Zealand,India,1036,tied
Mount Maunganui,7 runs,2-Feb-20,New Zealand,India,1037,India
Doha,40 runs,12-Feb-20,Qatar,Uganda,1038,Qatar
East London,1 run,12-Feb-20,South Africa,England,1039,South Africa
Doha,28 runs,13-Feb-20,Qatar,Uganda,1040,Qatar
Durban,2 runs,14-Feb-20,South Africa,England,1041,England
Doha,18 runs,15-Feb-20,Qatar,Uganda,1042,Uganda
Centurion,5 wickets,16-Feb-20,South Africa,England,1043,England
Kuala Lumpur,21 runs,20-Feb-20,Malaysia,Hong Kong,1044,Malaysia
Kuala Lumpur,35 runs,21-Feb-20,Malaysia,Hong Kong,1045,Malaysia
Johannesburg,107 runs,21-Feb-20,South Africa,Australia,1046,Australia
Al Amerat,10 wickets,23-Feb-20,Iran,U.A.E.,1047,U.A.E.
Al Amerat,106 runs,23-Feb-20,Maldives,Qatar,1048,Qatar
Al Amerat,9 wickets,23-Feb-20,Kuwait,Saudi Arabia,1049,Kuwait
Al Amerat,8 wickets,23-Feb-20,Oman,Bahrain,1050,Oman
Kuala Lumpur,8 runs,23-Feb-20,Malaysia,Hong Kong,1051,Malaysia
Gqeberha,12 runs,23-Feb-20,South Africa,Australia,1052,South Africa
Al Amerat,9 wickets,24-Feb-20,Iran,Saudi Arabia,1053,Saudi Arabia
Al Amerat,34 runs,24-Feb-20,Oman,Qatar,1054,Qatar
Kuala Lumpur,13 runs,24-Feb-20,Malaysia,Hong Kong,1055,Malaysia
Al Amerat,65 runs,24-Feb-20,Bahrain,Maldives,1056,Bahrain
Al Amerat,47 runs,24-Feb-20,Kuwait,U.A.E.,1057,U.A.E.
Al Amerat,10 wickets,25-Feb-20,Oman,Maldives,1058,Oman
Al Amerat,12 runs,25-Feb-20,Saudi Arabia,U.A.E.,1059,U.A.E.
Al Amerat,6 wickets,25-Feb-20,Bahrain,Qatar,1060,Bahrain
Al Amerat,8 wickets,25-Feb-20,Iran,Kuwait,1061,Kuwait
Kuala Lumpur,6 wickets,26-Feb-20,Malaysia,Hong Kong,1062,Malaysia
Al Amerat,87 runs,26-Feb-20,Bahrain,Kuwait,1063,Kuwait
Al Amerat,28 runs,26-Feb-20,Qatar,U.A.E.,1064,U.A.E.
Cape Town,97 runs,26-Feb-20,South Africa,Australia,1065,Australia
Al Amerat,102 runs,27-Feb-20,Kuwait,U.A.E.,1066,U.A.E.
Bangkok,43 runs,29-Feb-20,Thailand,Singapore,1067,Singapore
Bangkok,22 runs,29-Feb-20,Malaysia,Nepal,1068,Malaysia
Bangkok,43 runs,1-Mar-20,Hong Kong,Nepal,1069,Hong Kong
Bangkok,8 wickets,1-Mar-20,Thailand,Malaysia,1070,Malaysia
Bangkok,128 runs,3-Mar-20,Malaysia,Singapore,1071,Singapore
Bangkok,8 wickets,3-Mar-20,Thailand,Hong Kong,1072,Hong Kong
Bangkok,9 wickets,4-Mar-20,Thailand,Nepal,1073,Nepal
Bangkok,16 runs,4-Mar-20,Hong Kong,Singapore,1074,Singapore
Pallekele,25 runs,4-Mar-20,Sri Lanka,West Indies,1075,West Indies
Bangkok,6 wickets,6-Mar-20,Hong Kong,Malaysia,1076,Hong Kong
Greater Noida,11 runs,6-Mar-20,Afghanistan,Ireland,1077,Afghanistan
Pallekele,7 wickets,6-Mar-20,Sri Lanka,West Indies,1078,West Indies
Greater Noida,21 runs,8-Mar-20,Afghanistan,Ireland,1079,Afghanistan
Almeria,9 wickets,8-Mar-20,Spain,Germany,1080,Spain
Almeria,58 runs,8-Mar-20,Spain,Germany,1081,Germany
Mirpur,48 runs,9-Mar-20,Bangladesh,Zimbabwe,1082,Bangladesh
Greater Noida,-,10-Mar-20,Afghanistan,Ireland,1083,tied
Mirpur,9 wickets,11-Mar-20,Bangladesh,Zimbabwe,1084,Bangladesh
St Peter Port,8 wickets,21-Aug-20,Guernsey,Isle of Man,1085,Guernsey
Walferdange,63 runs,28-Aug-20,Luxembourg,Czech Rep.,1086,Luxembourg
Manchester,-,28-Aug-20,England,Pakistan,1087,no result
Walferdange,5 wickets,29-Aug-20,Luxembourg,Czech Rep.,1088,Czech Rep.
Walferdange,37 runs,29-Aug-20,Luxembourg,Belgium,1089,Belgium
Walferdange,46 runs,29-Aug-20,Belgium,Czech Rep.,1090,Belgium
Walferdange,87 runs,30-Aug-20,Belgium,Czech Rep.,1091,Belgium
Walferdange,49 runs,30-Aug-20,Luxembourg,Belgium,1092,Belgium
Manchester,5 wickets,30-Aug-20,England,Pakistan,1093,England
Manchester,5 runs,1-Sep-20,England,Pakistan,1094,Pakistan
Southampton,2 runs,4-Sep-20,England,Australia,1095,England
Southampton,6 wickets,6-Sep-20,England,Australia,1096,England
Southampton,5 wickets,8-Sep-20,England,Australia,1097,Australia
Sofia,57 runs,23-Sep-20,Bulgaria,Malta,1098,Malta
Sofia,8 wickets,23-Sep-20,Bulgaria,Malta,1099,Malta
Sofia,-,24-Sep-20,Bulgaria,Malta,1100,no result
Ilfov County,33 runs,16-Oct-20,Romania,Bulgaria,1101,Bulgaria
Ilfov County,52 runs,17-Oct-20,Romania,Bulgaria,1102,Romania
Ilfov County,34 runs,17-Oct-20,Romania,Bulgaria,1103,Romania
Ilfov County,6 wickets,18-Oct-20,Romania,Bulgaria,1104,Romania
Rawalpindi,6 wickets,7-Nov-20,Pakistan,Zimbabwe,1105,Pakistan
